역세권_거리_m,오피스_밀도_지수,주거_밀도_지수,평균_소득_백만원,경쟁_카페_수_500m,유동인구_지수,주말_유동인구_지수,임대료_만원,층수_노출_점수,프랜차이즈_비율,상권_존코드,상가_밀집도_지도기반,오피스타운_밀집도_지도기반,점포유형,창업추천
676.1316114992371,6.741094132368011,2.8701875401884815,6.711147225958019,27,8.121697834643879,5.297569691331971,817.1875952002312,8.625970649093198,0.22686406621637545,2,5.037558457407486,8.716597210022709,프랜차이즈,1
128.59707827740232,8.416003153156499,5.568668406431857,6.534045031830289,12,8.468820004388405,3.829202379829246,1856.1637561497698,9.503874566720352,0.7719423946134961,0,3.217329969507574,8.675908824330994,테이크아웃,0
608.4803612596384,5.954911156379419,5.236629536755336,7.178134494199863,29,8.563571355754053,2.91488055894365,1021.0157071184875,1.6377573339830431,0.41909276377262816,3,9.351097863574985,4.9040409240198874,테이크아웃,1
320.37562719221427,8.820540640686133,5.204701749968387,4.116472787282228,17,8.097355519718276,8.821504381398091,518.8708575000413,7.433317083819013,0.9370151611884997,0,3.085064585204107,4.755679578507561,프랜차이즈,0
319.48312835605395,9.077523052956625,7.377228587070686,4.099579072924547,23,3.293064370823771,8.730381720015233,595.1962496774959,2.494666822730884,0.6560075725036907,2,3.9893782106837565,5.798816145415828,테이크아웃,0
506.9287854636138,7.7164600128828456,4.339318497009632,8.656198837406189,35,6.988212834983461,3.2561945140771913,1614.824494183473,9.979850018257588,0.43463395734834387,3,7.4849605780170805,8.655029337882748,테이크아웃,1
345.33466331618854,4.855368554290211,8.532592522369269,8.86874456407772,10,3.736750418590608,5.357639525633434,1484.5079646400436,6.339309147479264,0.36364126707347844,3,3.708771930318172,5.652866514655065,프랜차이즈,0
356.804457395674,8.33128453692527,3.5289248491158016,8.534661787979784,31,5.550172417952907,5.62866284451836,1230.8026249357818,4.3493262281024885,0.7778515113974627,1,8.471903108376772,9.98892110929523,프랜차이즈,1
432.4268071922048,9.244564014715396,4.542774679205235,10.086723747616892,10,3.1645660160774547,6.444570688786628,697.2752910242962,5.285989667144451,0.9166484429395305,1,5.614493949923997,5.231632723871943,프랜차이즈,0
582.6109949953051,7.48143691029621,5.146568494624293,4.231398497104375,36,7.176301290246377,3.9589525238675165,1458.4202195647354,7.45600937563477,0.2152370174902991,2,6.406201995877505,6.547060876967655,프랜차이즈,1
770.3946689042505,7.38003446858453,2.7833161050663695,9.207984525794028,7,7.434033264345224,3.7472385035601565,1060.892919417463,7.073271016142543,0.06119426120809568,3,9.542899116568035,5.339654496301905,프랜차이즈,1
392.46583170420297,7.137991481957179,4.280367634737065,6.493950309686772,6,4.469949624226637,8.172752504296762,548.3323372399254,7.975613152648188,0.24784962963392354,2,9.28731269281111,5.815803265966084,프랜차이즈,1
370.7386407962067,8.34880730148469,2.4577080508980567,7.85972080355678,11,3.4902005062892805,5.333366601847132,692.1532535436994,6.520653555979966,0.3972591455695016,0,3.273344573312736,5.043811863025391,브런치,0
135.0977758399778,9.064322879514247,7.901601662090251,9.640627385824388,20,9.507648166834201,3.6809363628850815,307.4719374659593,8.304539315101785,0.7639818842366464,0,6.125315415106003,4.103269852492215,프랜차이즈,1
213.4241520098931,6.655580710149166,2.570917660251058,3.7286032259212805,7,5.939391470238451,6.077876832001885,523.4514369881199,6.1960593873391305,0.06410017133777213,2,8.465607089808831,6.481564909565232,테이크아웃,1
768.104051800938,5.457672845439731,5.382257965869707,11.110178699102182,19,3.839572458350189,4.31227684474354,1418.7132582519466,4.020074434287512,0.9529295280394955,2,7.766301729887454,8.540477501624853,프랜차이즈,0
757.5130403032963,8.836641013579314,4.584043289915389,8.092556298752687,8,5.609699415424599,7.334575312725533,1064.2650486850257,2.6426317709960228,0.9357338135473371,0,8.501777244967442,9.499487589819116,프랜차이즈,0
711.3682108673733,9.492921089299024,3.6959294049310434,5.407497315975949,16,7.313640313356601,6.883138258209588,954.8916954699145,1.9735830060785093,0.7841744356676289,3,9.264325348928844,5.2122402500472305,프랜차이즈,1
534.807921802545,5.9849778049403835,7.140681172712039,11.25950808141643,20,4.859155820800506,6.374763618275622,625.0818986919421,6.629096388766326,0.2388553873728788,1,5.689739813840579,8.512820715151008,프랜차이즈,1
210.3686090979564,4.112129386417145,4.384903434338735,11.479687030212375,31,3.44432198394692,3.4416667948965927,1301.7287599145288,4.430347207100539,0.7169779801037929,1,5.237749998696239,9.641181630180247,브런치,0
527.6240103551294,4.510063090266383,2.0088633525236648,11.857251240303896,22,5.637188887493576,5.402764580961671,329.6149025817073,9.601939509104167,0.9059399401590467,0,6.044813166162418,9.803629485555513,브런치,0
154.35968898867762,9.558572205393032,8.992288176007822,8.180392570736311,13,7.595712015232485,3.007962081538807,1475.7420255930308,7.614003816639681,0.6343518850528979,3,3.8448530877068325,6.673794153129062,브런치,1
394.0280527290219,7.873181203888344,8.441063082238253,4.944200499075168,36,8.278007063056858,8.090058696257163,1592.0238628809273,9.948398993315005,0.4630346273172843,0,8.392561511000178,6.902575964083325,브런치,1
705.3973888672386,6.410523222037226,6.572779664505864,11.130362260418469,34,7.897652037753038,6.960931904228136,851.4366336308352,3.9865554052842453,0.8765818032010988,1,3.733742341741457,4.115191914914424,테이크아웃,0
243.83772940030522,4.962431784304285,4.593288847432483,4.304457704293309,37,5.685082918936648,4.6284350904203855,755.9939735217163,1.5193670915290691,0.9079877792846165,3,7.291149260997932,7.261259372405199,브런치,0
548.6383233218987,6.755039480888629,2.548157274367247,8.364490247916098,37,5.563352583407398,7.004737584554748,1069.9817275796545,8.755691755037628,0.15731231677396962,1,8.817296217460076,7.807172887697581,브런치,1
697.0057520277195,8.276104224753812,6.490021359766584,4.97591079414202,23,5.986713653852978,7.8350014684148,743.172665987287,8.254047049542281,0.6599325341802511,0,8.248200925985536,9.305403197112387,테이크아웃,0
161.6360472831642,9.69561969319279,3.1762647946559768,5.469228248955991,15,8.638759158559331,4.799778654968684,844.7809973037595,2.551331752418008,0.18397357100773482,2,9.852322274473387,4.542674759364672,프랜차이즈,1
472.2124686192299,8.432940338997543,4.959547323009039,6.726998893676123,13,8.720972613508295,5.571356654337435,1033.4696410075296,7.494273977186326,0.7097200964606929,0,7.520776116399483,9.162395962350612,프랜차이즈,1
169.36644785986078,9.064844753111739,2.752932880121841,4.5994832859470876,31,3.577744560473951,4.4637658932545605,1474.3113443290586,8.241433325880436,0.23065063177146072,2,3.68402337285344,7.915949118773197,테이크아웃,0
179.67119493672433,6.9249220610151525,7.384152375201943,11.758116431607183,24,7.6689467264782625,6.594197312840144,1450.249852943914,3.7485796395720037,0.27902613614255145,0,9.533414007022117,7.718654453573157,테이크아웃,0
128.01722074267332,9.711749934481993,8.501735036733942,9.63440082006976,37,9.041222761261004,5.1125717355720655,825.1531586935939,5.811851794979955,0.05018026443360224,4,3.292133308245585,8.09289865200567,프랜차이즈,1
202.20319475012533,5.640388459598055,6.573925464974856,5.440935104491651,35,6.537103002004853,4.05351525873128,697.4769296729582,8.032926473128963,0.28080706672629174,0,7.011394295414038,7.3072085619701035,브런치,0
391.3919725421659,7.2851285511684525,2.812636567596202,8.780741719195257,11,7.377841972567554,2.316494220083575,842.3697948501862,5.376797427630874,0.5950019154993413,4,3.3010596940018537,6.11416617106919,브런치,0
645.9311871711627,6.754078225192582,4.67211583069003,11.093273252553455,21,7.887996863668475,4.783038001134669,533.4420527110083,9.59777523931676,0.24393582842004768,1,5.075518886108657,8.902558716841405,테이크아웃,1
793.1170107355862,5.416243961348737,8.044116581411817,11.450204412956705,27,5.304344888844624,5.267784242338703,764.9062670949071,7.734460193204246,0.016490914779250354,4,7.633263191980612,4.545624062523963,프랜차이즈,1
653.7629004353391,5.260212791127128,3.0743833272841363,11.822284705108249,9,9.771677254398153,4.9619613383172165,983.3942498285846,9.09962078045693,0.5543835831866887,1,9.898461772650291,9.322950047212835,테이크아웃,1
333.0615542873168,6.667700644551577,2.6097582140695845,6.78762309647432,23,7.8153298492329135,2.1514977705845437,1365.0926299208277,4.579815772397854,0.662610273644806,4,7.744004717460966,6.8950189395730215,프랜차이즈,1
436.8030692163796,4.503306127639501,6.319989735512575,4.863537754621768,35,9.444009839050741,3.4950891813041434,1433.5285949987258,1.93244871012699,0.5746385751036822,0,4.477639016627764,7.325214078868909,프랜차이즈,0
94.17419102905806,4.1093988782846855,8.309210734251893,5.469589434310901,16,3.0906046903847577,3.50185464811753,969.3892640714827,8.840488466809955,0.815679141311024,2,8.28568696555728,8.62485296927098,테이크아웃,0
583.3217646522714,7.211346793106185,7.952434308408909,8.705248660432623,24,6.613774280893257,4.070879842076025,599.485588939385,4.951886062937224,0.07211994468683947,2,7.2008021028202664,7.354337763973227,프랜차이즈,1
104.38086004822709,9.084933544706585,7.143371211828899,10.788492599926881,22,3.3267848023283713,4.1520707106233266,1011.4636012500425,5.750149717509214,0.42057374081209964,1,9.621944786418982,7.7637499169124204,프랜차이즈,1
711.9586864474098,8.811011437110324,2.0298029487517875,8.149433010994132,5,3.3291383662928293,2.5239982200800744,1861.0491328586772,6.121408876279376,0.9779835880070537,4,3.962734782497096,7.684677099486077,브런치,0
594.5433639249189,4.866177101053321,5.332099916354092,4.307598047198784,25,7.048575633999606,5.250397060518086,1203.2046367164257,1.969485318305991,0.45104409976811577,3,9.077290276449375,7.276859528551109,브런치,1
675.0246593313169,4.491491719539913,4.846921058696196,5.839314909507275,37,8.202233082180866,5.145629674250133,1330.531191553421,3.533953510630387,0.07339816544062716,4,7.067969996442615,7.113110186409063,테이크아웃,1
582.673012872213,4.323101124465967,4.350611121561861,11.35159907150653,17,5.541878179070719,2.9909793325200633,992.6403938912929,2.724275092638735,0.7992867541537116,2,7.687564521816586,7.787564952914588,브런치,0
573.0724386531438,5.86392943658985,3.2857025527042514,9.459668926746566,21,3.9151423491993564,3.5325385418168445,1581.1021080468859,5.488191600907561,0.5938489543119174,3,8.022861442855039,7.496349414862634,프랜차이즈,1
747.5771025561294,7.551255937439892,8.790513878689909,10.73874283626478,28,6.5204482510090624,5.687288179925321,600.0137095004634,4.40974476904068,0.1621259385909284,3,3.0502406780151414,8.574799672976448,프랜차이즈,1
711.2545616429622,7.712845423640323,6.753417781132272,4.5264925608630815,11,5.606212750038802,7.014627306062311,802.620464846412,2.6489597213001543,0.4897578302654647,0,6.202621827395494,5.658775068409552,브런치,1
121.22898747234355,9.396175810650927,5.5005741185384345,9.176678456504899,11,7.767759348191574,6.234123966097023,554.6650860977536,6.232354836281697,0.6711357034912325,2,5.184420907452952,8.116963856439785,브런치,0
392.3723129280518,8.665730031172604,3.0046016812025407,7.176987677282183,26,3.8948099278849546,7.66752257585508,754.620434742082,3.5586359903273537,0.9850899291380841,0,3.114194058825057,8.0778043837729,브런치,0
